Date,SPX,GLD,USO,SLV,EUR/USD,USD_INR,Interest_Rate,CPI
3/10/2008,1273.369995,95.870003,85.629997,19.475,1.534095,48.19738206462891,0.9599838329518368,1.4344886259422298
3/11/2008,1320.650024,95.989998,86.339996,19.52,1.534189,47.068865446644445,1.0275506254123097,1.5478470939600952
3/12/2008,1308.77002,97.010002,86.919998,19.969999,1.554002,48.019800902405116,0.9962111513849872,1.4635571292988672
3/13/2008,1315.47998,98.339996,87.209999,20.406,1.562207,48.883921986027474,1.035053255979203,1.4792523222256366
3/14/2008,1288.140015,98.709999,86.510002,20.421,1.561792,47.46839924726257,0.969567561990007,1.4928593427264565
3/17/2008,1276.599976,99.169998,83.300003,19.98,1.574803,48.51498547210732,0.952229022607999,1.5351504662464754
3/18/2008,1330.73999,96.5,85.800003,19.379,1.565803,47.05317624264962,0.9801076525703057,1.5212974452591315
3/19/2008,1298.420044,93.040001,82.290001,18.250999,1.563893,47.805691368250045,1.0200797894880531,1.4679357771692565
3/20/2008,1329.51001,89.910004,81.300003,16.701,1.544211,47.429503932620406,0.968598300883736,1.56121409684608
3/24/2008,1349.880005,90.099998,80.260002,16.787001,1.543496,47.904620117625136,0.9605778559326601,1.534313986701391
3/25/2008,1352.98999,92.730003,81.470001,17.775,1.561207,48.33645521815794,1.0009722221711246,1.5041597542046892
3/26/2008,1341.130005,93.800003,84.809998,18.225,1.582404,48.89308398910491,0.961489653609839,1.5471793603744541
3/27/2008,1325.76001,93.459999,85.730003,18.32,1.581403,46.73275640893192,1.0321303639234265,1.5395962811807415
3/28/2008,1315.219971,91.879997,84.370003,17.75,1.576094,47.93399083616609,0.9405320847190539,1.4840846413929847
4/1/2008,1370.180054,86.860001,81.059998,16.6,1.567791,48.458075636860805,0.9621652841214434,1.4969650445983949
4/2/2008,1367.530029,89.269997,83.779999,17.246,1.566711,47.60706156659025,1.0611330832392891,1.5508255162312454
4/3/2008,1369.310059,89.419998,83.650002,17.23,1.573688,48.23372036663095,1.004960749820756,1.4721718204757324
4/7/2008,1372.540039,91.169998,86.93,17.950001,1.557802,47.748480578007666,1.034553063873805,1.4571499015581681
4/8/2008,1365.540039,90.349998,87.190002,17.507,1.582404,47.669318499459955,1.0186335060772809,1.62112395583787
4/9/2008,1354.48999,92.290001,88.900002,18.014999,1.574208,47.125865438421535,1.0081157353476804,1.5803147978823564
4/10/2008,1360.550049,91.769997,88.18,17.812,1.582203,47.41149120067002,1.0640862627806575,1.4702767977539972
4/14/2008,1328.319946,91.110001,89.639999,17.514999,1.578607,48.83803704467828,1.057102369628131,1.5350902211157686
4/15/2008,1334.430054,91.660004,91.440002,17.681999,1.595813,47.181584310809235,1.0487328558140214,1.4641999919568607
4/16/2008,1364.709961,93.269997,92.150002,18.153999,1.590204,48.632337961709254,1.079539254329857,1.4987415486099709
4/17/2008,1365.560059,92.559998,92.370003,18.01,1.573391,47.699945105534034,1.0395330918681913,1.4380990896441133
4/21/2008,1388.170044,90.25,94.379997,17.267,1.598798,47.95996359422957,1.0199303124062844,1.5137680696360836
4/22/2008,1375.939941,90.269997,95.080002,17.476999,1.587402,47.62556223139896,0.9990202172514314,1.4815331450222466
4/23/2008,1379.930054,89.220001,95.18,17.000999,1.568406,47.865712796414336,0.9532030719670374,1.5734336614666569
4/24/2008,1388.819946,87.220001,93.199997,16.552,1.563697,47.80397950198903,1.0267742827723239,1.587999147302629
4/28/2008,1396.369995,87.690002,95.690002,16.84,1.556711,47.133189901625165,0.9614132439309993,1.5056903699758395
4/29/2008,1390.939941,85.809998,92.989998,16.382,1.562207,48.150278552160636,1.0172867033805624,1.5656949908627658
5/1/2008,1409.339966,83.989998,90.379997,15.994,1.5434,47.17789027355144,0.971930603453864,1.4558143035542213
5/5/2008,1407.48999,86.269997,96.739998,16.573999,1.553591,47.59316778544135,1.018815216108184,1.4696820648776314
5/6/2008,1418.26001,86.629997,98.379997,16.73,1.538509,47.409142301458445,1.0122886961817876,1.4880295181151681
5/7/2008,1392.569946,85.82,99.800003,16.503,1.546408,48.121533926877866,0.9875871532995479,1.508021191891884
5/8/2008,1397.680054,87.239998,100.660004,16.700001,1.548995,47.24667994464135,1.1268060381602527,1.5433915594857353
5/12/2008,1403.579956,86.989998,100.110001,16.997,1.5477,48.350259217500394,0.9437669567599238,1.5490963111792162
5/13/2008,1403.040039,85.389999,101.709999,16.554001,1.54691,47.74154802585287,1.0345745027815991,1.3712551055413926
5/14/2008,1408.660034,85.199997,100.220001,16.365999,1.545094,48.235336501704396,1.0298863324444383,1.5009350134095625
5/15/2008,1423.569946,87.0,100.209999,16.555,1.5596,47.55562644618483,1.024150663940281,1.5279055343217485
5/19/2008,1426.630005,89.389999,102.800003,16.819,1.565411,47.407109530077456,0.979939698675928,1.5655594256429646
5/20/2008,1413.400024,90.900002,104.300003,17.5,1.578806,47.931077301053435,1.0129197279766875,1.5846184953597997
5/21/2008,1390.709961,91.959999,108.309998,17.860001,1.573193,47.76644512456722,0.9285208882526529,1.5435132450603202
5/22/2008,1394.349976,90.980003,105.629997,17.780001,1.578507,47.5126692572614,0.9562420757411436,1.495338496933997
5/27/2008,1385.349976,89.360001,104.260002,17.256001,1.565607,48.042487603002044,0.9894287044729696,1.503168766745202
5/28/2008,1390.839966,89.139999,105.919998,17.264999,1.551807,47.04328189785126,0.9993790429722447,1.5157051446410508
5/29/2008,1398.26001,86.510002,102.260002,16.478001,1.554098,48.084842780612775,1.0552074001961826,1.483667685736016
6/2/2008,1385.670044,87.959999,103.050003,16.642,1.545022,48.501690163083516,0.979202304881507,1.4860643408497405
6/3/2008,1377.650024,86.879997,100.650002,16.587,1.543258,49.09891849457094,1.0021691383546738,1.5357676608385125
6/4/2008,1377.199951,86.650002,98.980003,16.641001,1.558895,47.457807940994115,1.0205506698464821,1.4959191501582259
6/5/2008,1404.050049,86.449997,103.949997,16.972,1.578507,48.02037555040949,1.0118902810442048,1.524984939341926
6/9/2008,1361.76001,87.989998,109.050003,16.944,1.546408,47.72181714613953,0.9879260321893434,1.590835223912967
6/10/2008,1358.439941,85.550003,107.019997,16.440001,1.555791,47.72286429247532,0.9708104252597717,1.4944907504287328
6/11/2008,1335.48999,87.019997,110.989998,16.700001,1.546097,48.18253462630046,1.0396733298220242,1.5304983984634228
6/12/2008,1339.869995,85.599998,111.269997,16.35,1.536901,47.72625791453369,1.0279861260734844,1.4605033823145572
6/16/2008,1360.140015,87.010002,108.989998,16.950001,1.552193,48.57971664329292,0.942444708528292,1.4577183739401571
6/17/2008,1350.930054,87.25,108.68,16.902,1.553808,48.146631610707104,1.0270606956489705,1.467209576645952
6/18/2008,1337.810059,88.279999,110.889999,17.188999,1.550989,48.36840054560508,0.9420120916727115,1.4761367725920647
6/19/2008,1342.829956,88.419998,106.910004,17.153,1.562793,48.610447182969466,0.9685209907336185,1.608073297220086
6/23/2008,1318.0,87.089996,110.919998,16.629999,1.557002,47.673194693248114,0.9737809125101156,1.4297215911795438
6/24/2008,1314.290039,87.470001,110.949997,16.492001,1.567398,48.29694046768196,0.991616878654347,1.482728209297915
6/25/2008,1321.969971,87.419998,108.5,16.625999,1.575299,47.99834974515101,0.9168326632313933,1.446300730575853
6/26/2008,1283.150024,90.610001,113.120003,17.025,1.575299,48.332500457273234,1.0104569829498706,1.5552514434432796
7/1/2008,1284.910034,92.660004,114.589996,17.9,1.587806,48.80061981456807,1.0393396404665902,1.5937664309030313
7/2/2008,1261.52002,93.169998,116.839996,18.215,1.570007,47.40741810666054,0.962123705485801,1.5645607342666008
7/3/2008,1262.900024,92.059998,116.82,18.000999,1.571388,48.7183496582974,0.9770161863647222,1.4648974714219871
7/7/2008,1252.310059,91.230003,114.949997,17.6,1.53339,48.400002254243375,0.9982227895471653,1.5220317521193192
7/8/2008,1273.699951,90.860001,109.919998,17.664,1.573589,47.062111726249505,0.9406054850185184,1.527081922659652
7/9/2008,1244.689941,91.5,109.650002,17.950001,1.578507,48.264380529514135,1.032752783052615,1.5121076527164343
7/10/2008,1253.390015,93.529999,114.339996,18.120001,1.594896,48.15346150808597,0.9946043708023689,1.5108473946206067
7/14/2008,1228.300049,95.910004,117.480003,18.934999,1.589901,47.76785202048891,1.0132283065925929,1.5206113045199743
7/15/2008,1214.910034,96.169998,112.389999,18.700001,1.582203,48.31569610567043,1.0125382486036618,1.5667814321470959
7/16/2008,1245.359985,94.440002,109.25,18.545,1.58559,47.3398640817128,1.0088603485169911,1.4954057672901035
7/17/2008,1260.319946,94.220001,105.529999,18.32,1.585389,48.3427308879292,0.9998336389794196,1.4876516266278312
7/21/2008,1260.0,95.120003,106.669998,18.228001,1.579205,47.23527337568304,1.006980181481699,1.606793029224075
7/22/2008,1277.0,93.059998,103.32,17.759001,1.569243,47.72174555645336,0.9404005665662954,1.4755486508563807
7/23/2008,1282.189941,90.57,100.019997,17.190001,1.568874,47.457671891832995,1.037859781874033,1.5344781651488164
7/24/2008,1252.540039,91.330002,101.459999,17.26,1.5673,48.34349624501992,0.9598627869598003,1.5978357950631237
7/28/2008,1234.369995,91.730003,100.540001,17.360001,1.55909,48.04562980795147,1.0659227555074289,1.488636791740547
7/29/2008,1263.199951,90.589996,98.040001,17.190001,1.557366,48.46934675232474,1.0682512192962248,1.4589104147968124
7/30/2008,1284.26001,89.519997,102.129997,17.360001,1.559308,47.4497852098724,1.04810206001931,1.5675537107323831
8/7/2008,1266.069946,86.089996,96.440002,16.07,1.504891,47.90670442534555,0.965824908033735,1.5109302872322057
8/25/2008,1266.839966,80.93,93.099998,13.33,1.464794,48.781304458746405,0.9403761169123209,1.4952541698614745
8/26/2008,1271.51001,81.230003,93.900002,13.45,1.472581,48.0337630173566,1.0354170670373755,1.5481667133907124
8/27/2008,1281.660034,81.360001,95.660004,13.35,1.47141,47.810373635697246,1.05624068322815,1.5589295437970345
8/28/2008,1300.680054,82.18,93.389999,13.55,1.467093,47.267785394525255,0.9771988431283233,1.4046429530996793
9/2/2008,1277.579956,79.199997,89.190002,12.94,1.448604,48.08191878782198,1.066069514250658,1.5592136552139366
9/3/2008,1274.97998,78.889999,88.440002,12.75,1.426493,47.98711914190042,0.9895925727885131,1.462170565918135
9/4/2008,1236.829956,78.389999,87.019997,12.63,1.427491,47.939828177499344,1.1263162924360748,1.5324492146779656
9/8/2008,1267.790039,78.860001,85.93,11.95,1.414847,48.26927109093841,1.057724957707536,1.5501590497666224
9/9/2008,1224.51001,76.489998,82.349998,11.18,1.398406,47.92796456879807,1.078733670498357,1.543209530067001
9/10/2008,1232.040039,74.220001,82.970001,10.6,1.3996,48.34771720911134,1.0104359420496967,1.5285072522116763
9/11/2008,1249.050049,73.080002,81.489998,10.32,1.423994,48.81717847582333,1.0198861130928918,1.552374872090326
9/15/2008,1192.699951,77.559998,76.300003,10.95,1.413507,46.850627167431185,0.9237086532717769,1.5279952509620303
9/16/2008,1213.599976,76.790001,74.989998,10.4,1.432932,47.779153084541825,0.9593211847135212,1.5285310715386684
9/17/2008,1156.390015,85.459999,77.5,11.9,1.430492,47.66181210494036,0.9248812299208715,1.4790833452769074
9/18/2008,1206.51001,82.800003,79.169998,11.89,1.441795,48.08525202431732,1.1076634775549221,1.5852680571742446
9/22/2008,1207.089966,89.18,87.620003,13.35,1.469292,48.650060406200005,1.0404530945331265,1.5074929444975977
9/23/2008,1188.219971,88.32,86.129997,13.18,1.463315,48.48425319759872,0.9422595588816237,1.5419031260640224
9/24/2008,1185.869995,86.709999,84.860001,13.09,1.464193,48.13282434759392,0.9337935387234079,1.5333288963949796
9/25/2008,1209.180054,86.449997,86.690002,13.03,1.459897,48.46832433404205,1.0132397661369144,1.5500962060772911
9/29/2008,1106.420044,89.57,77.089996,12.95,1.409642,47.49406762743235,0.9632043696842693,1.409271982973248
9/30/2008,1166.359985,85.07,82.010002,11.85,1.40162,48.60925870077874,0.9889115622979012,1.4529805008379062
10/1/2008,1161.060059,85.970001,79.589996,12.33,1.380796,47.550462159268925,1.0223470254567248,1.4919496842061843
10/2/2008,1114.280029,82.330002,75.82,10.8,1.378493,48.561278017104456,0.9513249702433662,1.506424245706167
10/6/2008,1056.890015,84.279999,71.610001,10.75,1.358806,49.05264062672084,0.9660344630687716,1.4683501286206604
10/7/2008,996.22998,87.269997,72.489998,11.38,1.495707,47.962444139846205,1.011354214096758,1.4951508957724386
10/8/2008,984.940002,89.419998,72.260002,11.51,1.359804,47.79404751997406,0.9714006498806138,1.4138135950811759
10/9/2008,909.919983,89.900002,69.599998,11.95,1.3398,47.83084927303965,1.0095286748300805,1.5291511071261117
10/13/2008,1003.349976,81.989998,67.779999,10.59,1.361804,48.42284702539865,1.068690399754408,1.512646405068239
10/14/2008,998.01001,82.199997,65.029999,10.86,1.344393,48.04072851091993,0.9817352563805003,1.5272954393961278
10/15/2008,907.840027,83.309998,60.73,10.27,1.349,47.500786752989015,0.9852596975460743,1.5126137134704556
10/16/2008,946.429993,79.290001,59.34,9.6,1.3423,48.00831565560008,1.0492342182297625,1.495333541819997
10/20/2008,985.400024,78.5,61.799999,9.77,1.306114,47.964968947000244,0.9541821620487034,1.524132782062371
10/21/2008,955.049988,76.029999,58.77,9.98,1.281673,47.933310810541904,1.0663682546014446,1.499393708368597
10/22/2008,896.780029,71.709999,54.93,9.45,1.294498,47.664033085190596,1.0270697830091986,1.5438812477651076
10/23/2008,908.109985,70.650002,56.599998,9.38,1.262993,48.03191797306274,1.05161630019245,1.4687695542038268
10/27/2008,848.919983,72.18,50.849998,8.85,1.246463,47.70227551369811,0.938938130399425,1.4680920715814196
10/28/2008,940.51001,73.790001,53.220001,9.05,1.280902,47.379115533196696,0.9920300796478818,1.4376764419868318
10/29/2008,930.090027,74.0,55.68,9.67,1.295924,47.267811291187144,0.9691786937564401,1.4236683247922794
10/30/2008,954.090027,72.709999,54.0,9.68,1.286803,47.728621813745946,0.9704759337003936,1.4557970514943361
10/31/2008,968.75,71.339996,55.59,9.58,1.270196,48.1674179641694,1.0330749021487773,1.5453258663345941
11/3/2008,966.299988,71.099998,52.490002,9.62,1.261798,47.621778075504075,1.0460722908526356,1.5431121721972467
11/4/2008,1005.75,75.480003,57.380001,10.12,1.298398,47.97209688585529,1.0232239929045617,1.4754844883350944
11/5/2008,952.77002,72.800003,53.84,10.21,1.291806,47.96235585967902,0.9846392654633968,1.441732988416855
11/6/2008,904.880005,72.220001,50.150002,9.9,1.269503,47.64742144170693,1.056231586529333,1.4810753726144492
11/7/2008,930.98999,72.5,50.040001,9.94,1.271407,47.62674088486398,1.0586571375754747,1.5353955175549876
11/10/2008,919.210022,73.580002,51.23,10.06,1.274795,48.15471797389177,1.0024635181853927,1.5028566149555236
11/11/2008,898.950012,72.050003,48.110001,9.64,1.251596,48.9805952509927,1.017469743389731,1.5808920975508112
11/12/2008,852.299988,70.0,45.75,9.17,1.245904,47.22517500327439,1.0424181102389154,1.5811898033709206
11/13/2008,911.289978,72.150002,49.0,9.3,1.278871,47.737766450076535,0.9757940864810238,1.5117770729317503
11/14/2008,873.289978,73.300003,46.18,9.36,1.2597,47.70522341360668,1.0637561444187642,1.4966911192947958
11/17/2008,850.75,72.650002,45.16,9.18,1.264398,47.703480871172026,0.9900414903978801,1.4897052681593301
11/18/2008,859.119995,72.510002,44.77,9.48,1.263695,47.636859025718906,1.032496902779685,1.5159116776995503
11/19/2008,806.580017,72.260002,43.259998,9.1,1.250531,47.80014121205574,1.0435210675632258,1.490295627370731
11/20/2008,752.440002,73.449997,39.549999,8.86,1.243905,47.500895569893,1.0486127953454625,1.5319702107593545
11/21/2008,800.030029,78.849998,41.0,9.52,1.259097,48.60877282135713,0.9545977992451105,1.583146189882474
11/24/2008,851.809998,80.910004,44.130001,10.43,1.291773,48.49737607118682,1.0245407000084545,1.4666013083440455
11/25/2008,857.390015,80.870003,41.360001,10.19,1.303407,47.45279136926479,1.0361292346924158,1.5284151975771012
11/26/2008,887.679993,80.379997,44.540001,10.19,1.289923,48.83964946859702,1.0729539557836545,1.5328073840578524
11/28/2008,896.23999,80.309998,42.09,10.23,1.269793,48.94929051137866,1.0038230200036335,1.457065033920875
12/1/2008,816.210022,75.650002,39.889999,9.18,1.259906,47.642218239611886,1.039718163881728,1.5514090076996097
12/2/2008,848.809998,76.949997,38.5,9.49,1.271326,48.978248403692255,0.9532766262954718,1.452441898741389
12/3/2008,870.73999,76.18,38.049999,9.51,1.270793,48.44273761487902,1.0376327106355139,1.4830247532126593
12/4/2008,845.219971,75.5,35.41,9.38,1.2774,47.72471145598777,1.0216676055386216,1.4753997330240187
12/5/2008,876.070007,74.519997,34.25,9.4,1.271698,47.95958291557431,0.9814931859068877,1.4307179727397277
12/8/2008,909.700012,76.199997,36.119999,9.89,1.491803,48.22685549256061,0.9162000258602676,1.5411403286134298
12/9/2008,888.669983,76.330002,34.450001,9.7,1.292608,47.98672068460037,0.9957440266780087,1.5374127996661617
12/10/2008,899.23999,79.75,35.810001,10.12,1.301406,47.89734946471176,1.0110071287628684,1.4496177335361884
12/11/2008,873.590027,80.650002,38.639999,10.2,1.332996,48.83024598483575,0.929795161950013,1.4827437019090046
12/12/2008,879.72998,80.809998,38.099998,10.14,1.335399,48.536658501876005,0.9603969604268668,1.4957316149238593
12/15/2008,868.570007,82.599998,36.84,10.55,1.3696,47.72605559097145,1.0257529234820488,1.5500167219798129
12/16/2008,913.179993,84.459999,36.439999,11.03,1.406193,47.436673464662434,1.070947114050819,1.489567686204304
12/17/2008,904.419983,85.43,34.810001,11.29,1.440839,48.39557227149906,0.9254732387055733,1.5773939615391128
12/18/2008,885.280029,83.870003,32.73,10.84,1.429307,47.2507790191511,0.9910539276846965,1.4430706883306643
12/19/2008,887.880005,82.629997,33.060001,10.67,1.392603,47.8312657315266,1.0799219875004353,1.5346854897961983
12/22/2008,871.630005,83.459999,30.629999,10.73,1.395907,48.05591570070222,1.0105850140446253,1.4581626520220734
12/23/2008,863.159973,82.629997,30.0,10.16,1.393787,48.46775354782277,0.9664039404293034,1.487611684515827
12/24/2008,868.150024,83.459999,29.02,10.28,1.400894,48.35392140974437,1.0295643294359533,1.4943270693545603
12/26/2008,872.799988,85.599998,29.1,10.64,1.402702,47.88764175655843,1.0830352298641746,1.5251793065142463
12/29/2008,869.419983,86.349998,30.92,10.77,1.403903,47.44604370829809,1.0641454939157304,1.5136026067115271
12/30/2008,890.640015,85.900002,30.200001,10.82,1.414007,48.7643105762209,1.0635308789344426,1.454247253130759
12/31/2008,903.25,86.519997,33.099998,11.2,1.397995,48.20551749590488,1.051719447186944,1.5204742050069189
1/2/2009,931.799988,86.230003,35.630001,11.41,1.392292,48.28687995523885,0.9997621160565952,1.5976123169297747
1/5/2009,927.450012,84.480003,37.299999,11.11,1.364592,47.91406693282596,0.9635264803202811,1.528302810802623
1/6/2009,934.700012,85.129997,37.25,11.34,1.351004,47.95876399471767,0.976544748040732,1.440912438926994
1/7/2009,906.650024,82.75,33.27,10.86,1.3611,48.33843473535391,0.9501833732620234,1.5575194855628394
1/8/2009,909.72998,84.459999,33.200001,10.99,1.369901,47.31040109934533,0.9897353774200949,1.4712957201292887
1/9/2009,890.349976,83.919998,32.369999,11.1,1.345497,47.18855355772035,0.9207749608876392,1.468573695362958
1/12/2009,870.26001,80.760002,30.65,10.5,1.336005,47.61029423000315,0.9112923497372244,1.4622483293565423
1/13/2009,871.789978,80.879997,31.84,10.6,1.320202,47.633199635386376,0.9630961042497629,1.4938757284574062
1/14/2009,842.619995,79.790001,31.23,10.45,1.321702,48.681787099131604,0.9480953193321858,1.5265262530800805
1/15/2009,843.73999,80.389999,30.18,10.49,1.315807,48.312454630327885,0.9418573574052125,1.4131921550851538
1/16/2009,850.119995,82.709999,29.860001,11.11,1.329204,47.55611516788983,1.027118482268998,1.4767589185500396
1/20/2009,805.219971,84.519997,28.66,11.09,1.288494,47.83146695362365,0.9590425429382079,1.487798687511089
1/21/2009,840.23999,84.150002,31.030001,11.18,1.300508,47.42812204756279,1.0321124608622405,1.389031741135859
1/22/2009,827.5,84.580002,30.02,11.33,1.300678,48.35875984106502,0.9894369551250244,1.490140017023668
1/23/2009,831.950012,88.529999,32.330002,11.85,1.296496,48.6956010841001,0.9972289537444499,1.4432139504087151
1/26/2009,836.570007,88.949997,32.139999,11.9,1.319192,48.283219537093174,1.056585173216059,1.4200149375162738
1/27/2009,845.710022,88.379997,29.5,11.85,1.321598,47.77007972344894,0.9349151657622305,1.5226433723776804
1/28/2009,874.090027,87.419998,29.75,11.86,1.315322,48.0809370891227,1.080796078550477,1.400248476409993
1/29/2009,845.140015,89.5,29.219999,12.26,1.293795,47.16233156797766,1.017915241912285,1.5230562263327359
1/30/2009,825.880005,91.309998,29.219999,12.52,1.283697,48.110088800262076,0.9389204807287556,1.473448224551443
2/2/2009,825.440002,88.839996,28.4,12.21,1.281493,47.66830890353244,0.9132999851968664,1.5011399924198037
2/3/2009,838.51001,88.470001,28.870001,12.32,1.301287,47.78321211247709,1.0213244102869645,1.4774109181458264
2/4/2009,832.22998,89.18,28.27,12.42,1.285562,47.63572885057242,1.0257360714315493,1.4861805545304696
2/5/2009,845.849976,90.120003,28.809999,12.75,1.279116,48.463439411179834,1.03091782654866,1.514607207522108
2/6/2009,868.599976,89.589996,28.200001,12.91,1.292708,47.48847289597747,0.9678245663409478,1.4439459467655613
2/9/2009,869.890015,88.32,28.25,12.72,1.295908,47.77660801923386,0.9990247414285072,1.404168716025096
2/10/2009,827.159973,90.209999,26.91,12.98,1.291406,47.993814185657094,0.9726555413233181,1.4615574592287217
2/11/2009,833.73999,92.290001,26.08,13.34,1.286803,47.797959344185955,0.9836184123455001,1.4965934860667789
2/12/2009,835.190002,93.169998,26.129999,13.33,1.289092,48.223266833402285,0.9926532367695804,1.4583793440871895
2/13/2009,826.840027,92.550003,25.6,13.54,1.286604,47.71518102161517,0.9888998646934379,1.4677865028642834
2/17/2009,789.169983,95.449997,23.459999,13.99,1.258194,48.179757464126126,1.0576437937652712,1.4752613141911923
2/18/2009,788.419983,96.910004,22.860001,14.17,1.256897,47.21492282471911,1.0398712459356065,1.489162289120843
2/19/2009,778.940002,95.769997,24.280001,13.89,1.265903,48.14213834098317,1.0032411834401977,1.51626568695183
2/20/2009,770.049988,97.800003,24.35,14.25,1.293293,48.81270522131724,1.0080462133862294,1.4497000055313691
2/23/2009,743.330017,97.730003,23.32,14.34,1.267813,48.20089542666933,0.9781710748589721,1.5550753360774365
